TIME,PC,INSTRUCTION,REG_DEST,PREV_VALUE,NEW_VALUE,UPDATE_TYPE
61273000,0000000000038db4,ac843e03,x28,0000000000000000,0000000000000000,LOAD
61277000,0000000000038db8,ac043f83,x31,0000000000000000,0000000000000000,LOAD
61281000,0000000000038dbc,ab843803,x16,0000000000000000,0000000000000000,LOAD
61381000,0000000000038e28,40d88eb3,x29,0000000000000000,0000000000000001,ALU
61482000,0000000000038ff8,b1842603,x12,000000000000000a,0000000000000000,LOAD
61577500,00000000000391e0,41d989b3,x19,0000000000000001,0000000000000000,ALU
61580500,00000000000391e4,fff9c613,x12,0000000000000000,ffffffffffffffff,ALU
61583500,00000000000391e8,43f65613,x12,ffffffffffffffff,0000000000000001,ALU
61586500,00000000000391ec,00c9f9b3,x19,0000000000000000,0000000000000000,ALU
61589500,00000000000391f0,00098c9b,x25,0000000000000000,0000000000000000,ALU
61595500,00000000000391f8,000e899b,x19,0000000000000000,0000000000000001,ALU
61598500,00000000000391fc,413a0a3b,x20,0000000000000000,ffffffffffffffff,ALU
61646500,0000000000039200,419a0a3b,x20,ffffffffffffffff,ffffffffffffffff,ALU
61700500,0000000000038338,006e6633,x12,0000000000000001,0000000000000000,ALU
61703500,000000000003833c,01066633,x12,0000000000000000,0000000000000000,ALU
61748500,0000000000038340,02000593,x11,000000003fbffdd0,0000000000000020,ALU
61751500,0000000000038344,40ca0a3b,x20,ffffffffffffffff,ffffffffffffffff,ALU
61805500,0000000000038440,00000a13,x20,ffffffffffffffff,0000000000000000,ALU
61971500,0000000000038384,b1842703,x14,0000000000000001,0000000000000000,LOAD
61979000,0000000000038398,019a0a3b,x20,0000000000000000,0000000000000000,ALU
62037000,00000000000383a8,0d84ba03,x20,0000000000000000,000000000008e7d8,LOAD
62041000,00000000000383ac,b2843703,x14,0000000000000000,00000000000005e8,LOAD
62044000,00000000000383b0,417a07b3,x15,000000000000000a,00000000000001f8,ALU
62052500,00000000000383bc,038a3783,x15,00000000000001f8,000000000001aa64,LOAD
62096500,00000000000383c0,000e8613,x12,0000000000000000,0000000000000001,ALU
62099500,00000000000383c4,00068593,x11,0000000000000020,000000003fbffdcf,ALU
62102500,00000000000383c8,00048513,x10,000000003fbffdcf,0000000000094218,ALU
62109500,00000000000383d0,000780e7,x1,0000000000038d98,00000000000383d4,JUMP
62165500,000000000001aa64,fc010113,x2,000000003fbff8b0,000000003fbff870,ALU
62286000,000000000001aa84,00000a13,x20,000000000008e7d8,0000000000000000,ALU
62293000,000000000001aa8c,00052703,x14,00000000000005e8,fffffffffbad2884,LOAD
62296000,000000000001aa90,000017b7,x15,000000000001aa64,0000000000001000,ALU
62299000,000000000001aa94,a007879b,x15,0000000000001000,0000000000000a00,ALU
62302000,000000000001aa98,00f77733,x14,fffffffffbad2884,0000000000000800,ALU
62305000,000000000001aa9c,00050413,x8,000000003fbffe40,0000000000094218,ALU
62308000,000000000001aaa0,00060493,x9,0000000000094218,0000000000000001,ALU
62311000,000000000001aaa4,00058993,x19,0000000000000001,000000003fbffdcf,ALU
62315000,000000000001aaa8,02853503,x10,0000000000094218,0000000000099568,LOAD
62322000,000000000001aab0,03043783,x15,0000000000000a00,0000000000099920,LOAD
62325000,000000000001aab4,40a78733,x14,0000000000000800,00000000000003b8,ALU
62381500,000000000001ab50,00000a13,x20,0000000000000000,0000000000000000,ALU
62384500,000000000001ab54,00048913,x18,000000000000003b,0000000000000001,ALU
62392000,000000000001ab60,00098593,x11,000000003fbffdcf,000000003fbffdcf,ALU
62395000,000000000001ab64,00090613,x12,0000000000000001,0000000000000001,ALU
62398000,000000000001ab68,6dc0b0ef,x1,00000000000383d4,000000000001ab6c,JUMP
62576500,0000000000026244,00a5c7b3,x15,0000000000099920,000000003fb668a7,ALU
62579500,0000000000026248,0077f793,x15,000000003fb668a7,0000000000000007,ALU
62582500,000000000002624c,00c508b3,x17,000000003fbffdd0,0000000000099569,ALU
62633500,0000000000026340,00050713,x14,00000000000003b8,0000000000099568,ALU
62639500,0000000000026348,40e888b3,x17,0000000000099569,0000000000000001,ALU
62642500,000000000002634c,011588b3,x17,0000000000000001,000000003fbffdd0,ALU
62646500,0000000000026350,0005c783,x15,0000000000000007,0000000000000031,LOAD
62649500,0000000000026354,00170713,x14,0000000000099568,0000000000099569,ALU
62652500,0000000000026358,00158593,x11,000000003fbffdcf,000000003fbffdd0,ALU
62714500,000000000001ab6c,01250533,x10,0000000000099568,0000000000099569,ALU
62717500,000000000001ab70,012989b3,x19,000000003fbffdcf,000000003fbffdd0,ALU
62724500,000000000001ab78,41248933,x18,0000000000000001,0000000000000000,ALU
62727500,000000000001ab7c,014907b3,x15,0000000000000031,0000000000000000,ALU
62786500,000000000001ab84,41248a33,x20,0000000000000000,0000000000000001,ALU
62838500,000000000001ab24,03813083,x1,000000000001ab6c,00000000000383d4,LOAD
62841500,000000000001ab28,000a0513,x10,0000000000099569,0000000000000001,ALU
62845500,000000000001ab2c,03013403,x8,0000000000094218,000000003fbffe40,LOAD
62849500,000000000001ab30,02813483,x9,0000000000000001,0000000000094218,LOAD
62853500,000000000001ab34,02013903,x18,0000000000000000,000000000000003b,LOAD
62857500,000000000001ab38,01813983,x19,000000003fbffdd0,0000000000000001,LOAD
62861500,000000000001ab3c,01013a03,x20,0000000000000001,000000000008e7d8,LOAD
62865500,000000000001ab40,00813a83,x21,0000000000000064,0000000000000064,LOAD
62868500,000000000001ab44,04010113,x2,000000003fbff870,000000003fbff8b0,ALU
62877000,00000000000383d4,b1843e83,x29,0000000000000001,0000000000000001,LOAD
62883000,00000000000383dc,800007b7,x15,0000000000000000,ffffffff80000000,ALU
62886000,00000000000383e0,fff7c793,x15,ffffffff80000000,000000007fffffff,ALU
62889000,00000000000383e4,412787bb,x15,000000007fffffff,000000007fffffc4,ALU
62895000,00000000000383ec,0139093b,x18,000000000000003b,000000000000003c,ALU
62949500,000000000003823c,b3842783,x15,000000007fffffc4,0000000000000001,LOAD
62993500,0000000000038240,0017879b,x15,0000000000000001,0000000000000002,ALU
63004500,000000000003824c,b4043983,x19,0000000000000001,000000000007407c,LOAD
63007500,0000000000038250,02500593,x11,000000003fbffdd0,0000000000000025,ALU
63010500,0000000000038254,00198993,x19,000000000007407c,000000000007407d,ALU
63013500,0000000000038258,00098513,x10,0000000000000001,000000000007407d,ALU
63020500,0000000000038260,fa4ee0ef,x1,00000000000383d4,0000000000038264,JUMP
63071500,0000000000026a04,00757793,x15,0000000000000002,0000000000000005,ALU
63074500,0000000000026a08,0ff5f693,x13,000000003fbffdcf,0000000000000025,ALU
63180000,0000000000026a10,00054783,x15,0000000000000005,0000000000000020,LOAD
63189000,0000000000026a1c,00068713,x14,0000000000099569,0000000000000025,ALU
63196500,0000000000026a30,00150513,x10,000000000007407d,000000000007407e,ALU
63199500,0000000000026a34,00757793,x15,0000000000000020,0000000000000006,ALU
63208000,0000000000026a24,00054783,x15,0000000000000006,0000000000000061,LOAD
63217000,0000000000026a30,00150513,x10,000000000007407e,000000000007407f,ALU
63220000,0000000000026a34,00757793,x15,0000000000000061,0000000000000007,ALU
63228500,0000000000026a24,00054783,x15,0000000000000007,0000000000000072,LOAD
63237500,0000000000026a30,00150513,x10,000000000007407f,0000000000074080,ALU
63240500,0000000000026a34,00757793,x15,0000000000000072,0000000000000000,ALU
63246500,0000000000026a3c,00010737,x14,0000000000000025,0000000000010000,ALU
63296500,0000000000026a40,0085979b,x15,0000000000000000,0000000000002500,ALU
63299500,0000000000026a44,fff7071b,x14,0000000000010000,000000000000ffff,ALU
63302500,0000000000026a48,00e7f7b3,x15,0000000000002500,0000000000002500,ALU
63305500,0000000000026a4c,0ff5f593,x11,0000000000000025,0000000000000025,ALU
63308500,0000000000026a50,00b7e5b3,x11,0000000000000025,0000000000002525,ALU
63311500,0000000000026a54,000967b7,x15,0000000000002500,0000000000096000,ALU
63314500,0000000000026a58,01059313,x6,0000000000000000,0000000025250000,ALU
63420000,0000000000026a5c,9107b883,x17,000000003fbffdd0,7efefefefefefeff,LOAD
63423000,0000000000026a60,000967b7,x15,0000000000096000,0000000000096000,ALU
63426000,0000000000026a64,00b365b3,x11,0000000000002525,0000000025252525,ALU
63430000,0000000000026a68,9187be03,x28,0000000000000000,8101010101010100,LOAD
63433000,0000000000026a6c,02059313,x6,0000000025250000,2525252500000000,ALU
63436000,0000000000026a70,00b36333,x6,2525252500000000,2525252525252525,ALU
63439000,0000000000026a74,00850793,x15,0000000000096000,0000000000074088,ALU
63543000,0000000000026a78,ff87b603,x12,0000000000000001,7325746e656d7567,LOAD
63546000,0000000000026a7c,00c345b3,x11,0000000025252525,5600514b40485042,ALU
63599500,0000000000026a80,01160733,x14,000000000000ffff,f224736d646c7466,ALU
63602500,0000000000026a84,01158833,x16,0000000000000000,d4ff504a3f474f41,ALU
63605500,0000000000026a88,fff64613,x12,7325746e656d7567,8cda8b919a928a98,ALU
63608500,0000000000026a8c,fff5c593,x11,5600514b40485042,a9ffaeb4bfb7afbd,ALU
63611500,0000000000026a90,00c74733,x14,f224736d646c7466,7efef8fcfefefefe,ALU
63614500,0000000000026a94,00b845b3,x11,a9ffaeb4bfb7afbd,7d00fefe80f0e0fc,ALU
63617500,0000000000026a98,00b76733,x14,7efef8fcfefefefe,7ffefefefefefefe,ALU
63620500,0000000000026a9c,01c77733,x14,7ffefefefefefefe,0100000000000000,ALU
63627500,0000000000026aa4,ff87c703,x14,0100000000000000,0000000000000067,LOAD
63637500,0000000000026ab0,ff97c703,x14,0000000000000067,0000000000000075,LOAD
63640500,0000000000026ab4,00150613,x12,8cda8b919a928a98,0000000000074081,ALU
63696500,0000000000026ac0,ffa7c703,x14,0000000000000075,000000000000006d,LOAD
63699500,0000000000026ac4,00250613,x12,0000000000074081,0000000000074082,ALU
63709500,0000000000026ad0,ffb7c703,x14,000000000000006d,0000000000000065,LOAD
63712500,0000000000026ad4,00350613,x12,0000000000074082,0000000000074083,ALU
63722500,0000000000026ae0,ffc7c703,x14,0000000000000065,000000000000006e,LOAD
63725500,0000000000026ae4,00450613,x12,0000000000074083,0000000000074084,ALU
63735500,0000000000026af0,ffd7c703,x14,000000000000006e,0000000000000074,LOAD
63738500,0000000000026af4,00550613,x12,0000000000074084,0000000000074085,ALU
63795500,0000000000026b00,ffe7c703,x14,0000000000000074,0000000000000025,LOAD
63798500,0000000000026b04,00650613,x12,0000000000074085,0000000000074086,ALU
63806000,0000000000026b28,00060513,x10,0000000000074080,0000000000074086,ALU
63873000,0000000000038270,0d84ba03,x20,000000000008e7d8,000000000008e7d8,LOAD
63877000,0000000000038274,b2843703,x14,0000000000000025,00000000000005e8,LOAD
63880000,0000000000038278,417a07b3,x15,0000000000074088,00000000000001f8,ALU
63933500,0000000000038280,038a3783,x15,00000000000001f8,000000000001aa64,LOAD
63936500,0000000000038284,41350633,x12,0000000000074086,0000000000000009,ALU
63939500,0000000000038288,00098593,x11,7d00fefe80f0e0fc,000000000007407d,ALU
63942500,000000000003828c,00048513,x10,0000000000074086,0000000000094218,ALU
63945500,0000000000038290,000780e7,x1,0000000000038264,0000000000038294,JUMP
64001500,000000000001aa64,fc010113,x2,000000003fbff8b0,000000003fbff870,ALU
64170000,000000000001aa84,00000a13,x20,000000000008e7d8,0000000000000000,ALU
64177000,000000000001aa8c,00052703,x14,00000000000005e8,fffffffffbad2884,LOAD
64180000,000000000001aa90,000017b7,x15,000000000001aa64,0000000000001000,ALU
64183000,000000000001aa94,a007879b,x15,0000000000001000,0000000000000a00,ALU
64186000,000000000001aa98,00f77733,x14,fffffffffbad2884,0000000000000800,ALU
64189000,000000000001aa9c,00050413,x8,000000003fbffe40,0000000000094218,ALU
64192000,000000000001aaa0,00060493,x9,0000000000094218,0000000000000009,ALU
64195000,000000000001aaa4,00058993,x19,000000000007407d,000000000007407d,ALU
64199000,000000000001aaa8,02853503,x10,0000000000094218,0000000000099569,LOAD
64206000,000000000001aab0,03043783,x15,0000000000000a00,0000000000099920,LOAD
64209000,000000000001aab4,40a78733,x14,0000000000000800,00000000000003b7,ALU
64219500,000000000001ab50,00000a13,x20,0000000000000000,0000000000000000,ALU
64222500,000000000001ab54,00048913,x18,000000000000003c,0000000000000009,ALU
64230000,000000000001ab60,00098593,x11,000000000007407d,000000000007407d,ALU
64233000,000000000001ab64,00090613,x12,0000000000000009,0000000000000009,ALU
64236000,000000000001ab68,6dc0b0ef,x1,0000000000038294,000000000001ab6c,JUMP
64286500,0000000000026244,00a5c7b3,x15,0000000000099920,00000000000ed514,ALU
64289500,0000000000026248,0077f793,x15,00000000000ed514,0000000000000004,ALU
64292500,000000000002624c,00c508b3,x17,7efefefefefefeff,0000000000099572,ALU
64343500,0000000000026340,00050713,x14,00000000000003b7,0000000000099569,ALU
64349500,0000000000026348,40e888b3,x17,0000000000099572,0000000000000009,ALU
64352500,000000000002634c,011588b3,x17,0000000000000009,0000000000074086,ALU
64464000,0000000000026350,0005c783,x15,0000000000000004,0000000000000020,LOAD
64467000,0000000000026354,00170713,x14,0000000000099569,000000000009956a,ALU
64470000,0000000000026358,00158593,x11,000000000007407d,000000000007407e,ALU
64482500,0000000000026350,0005c783,x15,0000000000000020,0000000000000061,LOAD
64485500,0000000000026354,00170713,x14,000000000009956a,000000000009956b,ALU
64488500,0000000000026358,00158593,x11,000000000007407e,000000000007407f,ALU
64501000,0000000000026350,0005c783,x15,0000000000000061,0000000000000072,LOAD
64504000,0000000000026354,00170713,x14,000000000009956b,000000000009956c,ALU
64507000,0000000000026358,00158593,x11,000000000007407f,0000000000074080,ALU
64620000,0000000000026350,0005c783,x15,0000000000000072,0000000000000067,LOAD
64623000,0000000000026354,00170713,x14,000000000009956c,000000000009956d,ALU
64626000,0000000000026358,00158593,x11,0000000000074080,0000000000074081,ALU
64638500,0000000000026350,0005c783,x15,0000000000000067,0000000000000075,LOAD
64641500,0000000000026354,00170713,x14,000000000009956d,000000000009956e,ALU
64644500,0000000000026358,00158593,x11,0000000000074081,0000000000074082,ALU
64657000,0000000000026350,0005c783,x15,0000000000000075,000000000000006d,LOAD
64660000,0000000000026354,00170713,x14,000000000009956e,000000000009956f,ALU
64663000,0000000000026358,00158593,x11,0000000000074082,0000000000074083,ALU
64675500,0000000000026350,0005c783,x15,000000000000006d,0000000000000065,LOAD
64678500,0000000000026354,00170713,x14,000000000009956f,0000000000099570,ALU
64681500,0000000000026358,00158593,x11,0000000000074083,0000000000074084,ALU
64694000,0000000000026350,0005c783,x15,0000000000000065,000000000000006e,LOAD
64697000,0000000000026354,00170713,x14,0000000000099570,0000000000099571,ALU
64700000,0000000000026358,00158593,x11,0000000000074084,0000000000074085,ALU
64712500,0000000000026350,0005c783,x15,000000000000006e,0000000000000074,LOAD
64715500,0000000000026354,00170713,x14,0000000000099571,0000000000099572,ALU
64718500,0000000000026358,00158593,x11,0000000000074085,0000000000074086,ALU
64781500,000000000001ab6c,01250533,x10,0000000000099569,0000000000099572,ALU
64784500,000000000001ab70,012989b3,x19,000000000007407d,0000000000074086,ALU
64791500,000000000001ab78,41248933,x18,0000000000000009,0000000000000000,ALU
64794500,000000000001ab7c,014907b3,x15,0000000000000074,0000000000000000,ALU
64800500,000000000001ab84,41248a33,x20,0000000000000000,0000000000000009,ALU
64902000,000000000001ab24,03813083,x1,000000000001ab6c,0000000000038294,LOAD
64905000,000000000001ab28,000a0513,x10,0000000000099572,0000000000000009,ALU
64909000,000000000001ab2c,03013403,x8,0000000000094218,000000003fbffe40,LOAD
64913000,000000000001ab30,02813483,x9,0000000000000009,0000000000094218,LOAD
64917000,000000000001ab34,02013903,x18,0000000000000000,000000000000003c,LOAD
64921000,000000000001ab38,01813983,x19,0000000000074086,000000000007407d,LOAD
64925000,000000000001ab3c,01013a03,x20,0000000000000009,000000000008e7d8,LOAD
64977000,000000000001ab40,00813a83,x21,0000000000000064,0000000000000064,LOAD
64980000,000000000001ab44,04010113,x2,000000003fbff870,000000003fbff8b0,ALU
65031500,0000000000038294,b4043783,x15,0000000000000000,0000000000074086,LOAD
65034500,0000000000038298,413789b3,x19,000000000007407d,0000000000000009,ALU
65042000,00000000000382a4,80000737,x14,0000000000099572,ffffffff80000000,ALU
65045000,00000000000382a8,fff74713,x14,ffffffff80000000,000000007fffffff,ALU
65048000,00000000000382ac,4127073b,x14,000000007fffffff,000000007fffffc3,ALU
65103000,00000000000382b4,0007c703,x14,000000007fffffc3,0000000000000025,LOAD
65106000,00000000000382b8,0129893b,x18,000000000000003c,0000000000000045,ALU
65201500,000000000003801c,00178713,x14,0000000000000025,0000000000074087,ALU
65209500,0000000000038024,0017ca83,x21,0000000000000064,0000000000000073,LOAD
65212500,0000000000038028,05a00693,x13,0000000000000025,000000000000005a,ALU
65216500,000000000003802c,b3043783,x15,0000000000074086,00000000000388f0,LOAD
65219500,0000000000038030,fe0a871b,x14,0000000000074087,0000000000000053,ALU
65222500,0000000000038034,0ff77613,x12,0000000000000009,0000000000000053,ALU
65229500,000000000003803c,b1043683,x13,000000000000005a,00000000000839c0,LOAD
65276500,0000000000038040,00e68733,x14,0000000000000053,0000000000083a13,ALU
65280500,0000000000038044,0f074783,x15,00000000000388f0,0000000000000015,LOAD
65283500,0000000000038048,00379793,x15,0000000000000015,00000000000000a8,ALU
65286500,000000000003804c,00f687b3,x15,00000000000000a8,0000000000083a68,ALU
65290500,0000000000038050,1507b783,x15,0000000000083a68,0000000000038910,LOAD
65293500,0000000000038054,80000737,x14,0000000000083a13,ffffffff80000000,ALU
65296500,0000000000038058,00000f93,x31,0000000000000000,0000000000000000,ALU
65299500,000000000003805c,00000a13,x20,000000000008e7d8,0000000000000000,ALU
65302500,0000000000038060,00000293,x5,0000000000000000,0000000000000000,ALU
65305500,0000000000038064,00000813,x16,d4ff504a3f474f41,0000000000000000,ALU
65308500,0000000000038068,00000c93,x25,0000000000000000,0000000000000000,ALU
65311500,000000000003806c,00000613,x12,0000000000000053,0000000000000000,ALU
65314500,0000000000038070,00000e93,x29,0000000000000001,0000000000000000,ALU
65317500,0000000000038074,00000313,x6,2525252525252525,0000000000000000,ALU
65320500,0000000000038078,00000c13,x24,0000000000000000,0000000000000000,ALU
65323500,000000000003807c,00000e13,x28,8101010101010100,0000000000000000,ALU
65376500,0000000000038084,02000f13,x30,0000000000000020,0000000000000020,ALU
65379500,0000000000038088,fff00993,x19,0000000000000009,ffffffffffffffff,ALU
65382500,000000000003808c,f9040893,x17,0000000000074086,000000003fbffdd0,ALU
65385500,0000000000038090,00000b13,x22,0000000000000000,0000000000000000,ALU
65388500,0000000000038094,00100693,x13,00000000000839c0,0000000000000001,ALU
65391500,0000000000038098,fde74713,x14,ffffffff80000000,000000007fffffde,ALU
65448500,0000000000038910,000dbc83,x25,0000000000000000,00000000000841a0,LOAD
65451500,0000000000038914,008d8d93,x27,000000003fbffe78,000000003fbffe80,ALU
65516500,0000000000038c4c,05300793,x15,0000000000038910,0000000000000053,ALU
65522500,0000000000038c54,fff00793,x15,0000000000000053,ffffffffffffffff,ALU
65573500,0000000000039580,000c8513,x10,0000000000000009,00000000000841a0,ALU
65576500,0000000000039584,949eb0ef,x1,0000000000038294,0000000000039588,JUMP
65624500,0000000000024ecc,00757793,x15,ffffffffffffffff,0000000000000000,ALU
65627500,0000000000024ed0,00050593,x11,0000000000074086,00000000000841a0,ALU
65633500,0000000000024ed8,000967b7,x15,0000000000000000,0000000000096000,ALU
65637500,0000000000024edc,9207b683,x13,0000000000000001,7f7f7f7f7f7f7f7f,LOAD
65640500,0000000000024ee0,fff00613,x12,0000000000000000,ffffffffffffffff,ALU
65643500,0000000000024ee4,00850513,x10,00000000000841a0,00000000000841a8,ALU
65647500,0000000000024ee8,ff853703,x14,000000007fffffde,0000000000000000,LOAD
65650500,0000000000024eec,00d777b3,x15,0000000000096000,0000000000000000,ALU
65653500,0000000000024ef0,00d787b3,x15,0000000000000000,7f7f7f7f7f7f7f7f,ALU
65656500,0000000000024ef4,00d76733,x14,0000000000000000,7f7f7f7f7f7f7f7f,ALU
65659500,0000000000024ef8,00e7e7b3,x15,7f7f7f7f7f7f7f7f,7f7f7f7f7f7f7f7f,ALU
65712500,0000000000024f00,ff854783,x15,7f7f7f7f7f7f7f7f,0000000000000000,LOAD
65715500,0000000000024f04,40b505b3,x11,00000000000841a0,0000000000000008,ALU
65768500,0000000000024f70,ff858513,x10,00000000000841a8,0000000000000000,ALU
65776000,0000000000039588,00050a93,x21,0000000000000073,0000000000000000,ALU
65779000,000000000003958c,0005079b,x15,0000000000000000,0000000000000000,ALU
65782000,0000000000039590,00000993,x19,ffffffffffffffff,0000000000000000,ALU
65837500,0000000000038974,40fa0a3b,x20,0000000000000000,0000000000000000,ALU
65897000,000000000003898c,0d84b703,x14,7f7f7f7f7f7f7f7f,000000000008e7d8,LOAD
65901000,0000000000038990,b2843603,x12,ffffffffffffffff,00000000000005e8,LOAD
65904000,0000000000038994,417706b3,x13,7f7f7f7f7f7f7f7f,00000000000001f8,ALU
65911000,000000000003899c,03873703,x14,000000000008e7d8,000000000001aa64,LOAD
65914000,00000000000389a0,000a8613,x12,00000000000005e8,0000000000000000,ALU
65917000,00000000000389a4,000c8593,x11,0000000000000008,00000000000841a0,ALU
65920000,00000000000389a8,00048513,x10,0000000000000000,0000000000094218,ALU
65927000,00000000000389b0,000700e7,x1,0000000000039588,00000000000389b4,JUMP
65978500,000000000001aa64,fc010113,x2,000000003fbff8b0,000000003fbff870,ALU
66102500,000000000001aa84,00000a13,x20,0000000000000000,0000000000000000,ALU
66156500,000000000001ab24,03813083,x1,00000000000389b4,00000000000389b4,LOAD
66159500,000000000001ab28,000a0513,x10,0000000000094218,0000000000000000,ALU
66163500,000000000001ab2c,03013403,x8,000000003fbffe40,000000003fbffe40,LOAD
66167500,000000000001ab30,02813483,x9,0000000000094218,0000000000094218,LOAD
66171500,000000000001ab34,02013903,x18,0000000000000045,0000000000000045,LOAD
66175500,000000000001ab38,01813983,x19,0000000000000000,0000000000000000,LOAD
66179500,000000000001ab3c,01013a03,x20,0000000000000000,0000000000000000,LOAD
66228500,000000000001ab40,00813a83,x21,0000000000000000,0000000000000000,LOAD
66231500,000000000001ab44,04010113,x2,000000003fbff870,000000003fbff8b0,ALU
66242000,00000000000389b8,800006b7,x13,00000000000001f8,ffffffff80000000,ALU
66245000,00000000000389bc,fff6c713,x14,000000000001aa64,000000007fffffff,ALU
66296500,00000000000389c0,4127063b,x12,0000000000000000,000000007fffffba,ALU
66300500,00000000000389c4,b1843783,x15,0000000000000000,0000000000000000,LOAD
66370000,00000000000389d4,00f9093b,x18,0000000000000045,0000000000000045,ALU
66435500,000000000003823c,b3842783,x15,0000000000000000,0000000000000002,LOAD
66479500,0000000000038240,0017879b,x15,0000000000000002,0000000000000003,ALU
66490500,000000000003824c,b4043983,x19,0000000000000000,0000000000074087,LOAD
66493500,0000000000038250,02500593,x11,00000000000841a0,0000000000000025,ALU
66496500,0000000000038254,00198993,x19,0000000000074087,0000000000074088,ALU
66499500,0000000000038258,00098513,x10,0000000000000000,0000000000074088,ALU
66506500,0000000000038260,fa4ee0ef,x1,00000000000389b4,0000000000038264,JUMP
66557500,0000000000026a04,00757793,x15,0000000000000003,0000000000000000,ALU
66560500,0000000000026a08,0ff5f693,x13,ffffffff80000000,0000000000000025,ALU
66568000,0000000000026a3c,00010737,x14,000000007fffffff,0000000000010000,ALU
66614500,0000000000026a40,0085979b,x15,0000000000000000,0000000000002500,ALU
66617500,0000000000026a44,fff7071b,x14,0000000000010000,000000000000ffff,ALU
66620500,0000000000026a48,00e7f7b3,x15,0000000000002500,0000000000002500,ALU
66623500,0000000000026a4c,0ff5f593,x11,0000000000000025,0000000000000025,ALU
66626500,0000000000026a50,00b7e5b3,x11,0000000000000025,0000000000002525,ALU
66629500,0000000000026a54,000967b7,x15,0000000000002500,0000000000096000,ALU
66632500,0000000000026a58,01059313,x6,0000000000000000,0000000025250000,ALU
66738000,0000000000026a5c,9107b883,x17,000000003fbffdd0,7efefefefefefeff,LOAD
66741000,0000000000026a60,000967b7,x15,0000000000096000,0000000000096000,ALU
66744000,0000000000026a64,00b365b3,x11,0000000000002525,0000000025252525,ALU
66748000,0000000000026a68,9187be03,x28,0000000000000000,8101010101010100,LOAD
66751000,0000000000026a6c,02059313,x6,0000000025250000,2525252500000000,ALU
66754000,0000000000026a70,00b36333,x6,2525252500000000,2525252525252525,ALU
66757000,0000000000026a74,00850793,x15,0000000000096000,0000000000074090,ALU
66861000,0000000000026a78,ff87b603,x12,000000007fffffba,0000000000000a2e,LOAD
66864000,0000000000026a7c,00c345b3,x11,0000000025252525,2525252525252f0b,ALU
66917500,0000000000026a80,01160733,x14,000000000000ffff,7efefefefeff092d,ALU
66920500,0000000000026a84,01158833,x16,0000000000000000,a424242424242e0a,ALU
66923500,0000000000026a88,fff64613,x12,0000000000000a2e,fffffffffffff5d1,ALU
66926500,0000000000026a8c,fff5c593,x11,2525252525252f0b,dadadadadadad0f4,ALU
66929500,0000000000026a90,00c74733,x14,7efefefefeff092d,810101010100fcfc,ALU
66932500,0000000000026a94,00b845b3,x11,dadadadadadad0f4,7efefefefefefefe,ALU
66935500,0000000000026a98,00b76733,x14,810101010100fcfc,fffffffffffefefe,ALU
66938500,0000000000026a9c,01c77733,x14,fffffffffffefefe,8101010101000000,ALU
66945500,0000000000026aa4,ff87c703,x14,8101010101000000,000000000000002e,LOAD
66955500,0000000000026ab0,ff97c703,x14,000000000000002e,000000000000000a,LOAD
66958500,0000000000026ab4,00150613,x12,fffffffffffff5d1,0000000000074089,ALU
67014500,0000000000026ac0,ffa7c703,x14,000000000000000a,0000000000000000,LOAD
67017500,0000000000026ac4,00250613,x12,0000000000074089,000000000007408a,ALU
67082500,0000000000026b28,00060513,x10,0000000000074088,000000000007408a,ALU
67143000,0000000000038270,0d84ba03,x20,0000000000000000,000000000008e7d8,LOAD
67147000,0000000000038274,b2843703,x14,0000000000000000,00000000000005e8,LOAD
67150000,0000000000038278,417a07b3,x15,0000000000074090,00000000000001f8,ALU
67203500,0000000000038280,038a3783,x15,00000000000001f8,000000000001aa64,LOAD
67206500,0000000000038284,41350633,x12,000000000007408a,0000000000000002,ALU
67209500,0000000000038288,00098593,x11,7efefefefefefefe,0000000000074088,ALU
67212500,000000000003828c,00048513,x10,000000000007408a,0000000000094218,ALU
67215500,0000000000038290,000780e7,x1,0000000000038264,0000000000038294,JUMP
67271500,000000000001aa64,fc010113,x2,000000003fbff8b0,000000003fbff870,ALU
67395500,000000000001aa84,00000a13,x20,000000000008e7d8,0000000000000000,ALU
67402500,000000000001aa8c,00052703,x14,00000000000005e8,fffffffffbad2884,LOAD
67405500,000000000001aa90,000017b7,x15,000000000001aa64,0000000000001000,ALU
67408500,000000000001aa94,a007879b,x15,0000000000001000,0000000000000a00,ALU
67411500,000000000001aa98,00f77733,x14,fffffffffbad2884,0000000000000800,ALU
67414500,000000000001aa9c,00050413,x8,000000003fbffe40,0000000000094218,ALU
67417500,000000000001aaa0,00060493,x9,0000000000094218,0000000000000002,ALU
67420500,000000000001aaa4,00058993,x19,0000000000074088,0000000000074088,ALU
67424500,000000000001aaa8,02853503,x10,0000000000094218,0000000000099572,LOAD
67431500,000000000001aab0,03043783,x15,0000000000000a00,0000000000099920,LOAD
67434500,000000000001aab4,40a78733,x14,0000000000000800,00000000000003ae,ALU
67445000,000000000001ab50,00000a13,x20,0000000000000000,0000000000000000,ALU
67448000,000000000001ab54,00048913,x18,0000000000000045,0000000000000002,ALU
67455500,000000000001ab60,00098593,x11,0000000000074088,0000000000074088,ALU
67458500,000000000001ab64,00090613,x12,0000000000000002,0000000000000002,ALU
67461500,000000000001ab68,6dc0b0ef,x1,0000000000038294,000000000001ab6c,JUMP
